Año,Mes,Puesto de Peaje,Liviano,Dos Tres Ejes,Furgón,Motocicletas,Autobus,Total
2014,Noviembre,Zurquí,103104.0,16632.0,22151.0,3848.0,6300.0,152035.0
2014,Octubre,Zurquí,100721.0,16940.0,22138.0,3730.0,5724.0,149253.0
2014,Setiembre,Zurquí,86876.0,14807.0,20065.0,3251.0,4952.0,129951.0
2014,Agosto,Zurquí,105108.0,16631.0,22315.0,3786.0,6090.0,153930.0
2014,Julio,Zurquí,98989.0,16899.0,22939.0,3092.0,6060.0,147979.0
2014,Junio,Zurquí,89851.0,16440.0,22063.0,3047.0,5032.0,136433.0
2014,Mayo,Zurquí,100512.0,17332.0,23835.0,3509.0,5403.0,150591.0
2014,Abril,Zurquí,101848.0,15944.0,23726.0,3501.0,5937.0,150956.0
2014,Marzo,Zurquí,113020.0,17547.0,26380.0,4504.0,6795.0,168246.0
2014,Febrero,Zurquí,98168.0,15230.0,22796.0,3415.0,5943.0,145552.0
2014,Enero,Zurquí,110642.0,15629.0,22580.0,3226.0,7300.0,159377.0
2013,Diciembre,Zurquí,114797.0,16003.0,19581.0,3587.0,7255.0,161223.0
2013,Noviembre,Zurquí,103055.0,16795.0,20925.0,3503.0,6221.0,150499.0
2013,Octubre,Zurquí,102227.0,17366.0,21824.0,3587.0,5584.0,150588.0
2013,Setiembre,Zurquí,100820.0,15797.0,20325.0,3377.0,5580.0,145899.0
2013,Agosto,Zurquí,105286.0,17134.0,21069.0,3301.0,6164.0,152954.0
2013,Julio,Zurquí,108199.0,16972.0,21409.0,3005.0,6644.0,156229.0
2013,Junio,Zurquí,98172.0,15804.0,19570.0,2877.0,5676.0,142099.0
2013,Mayo,Zurquí,96216.0,16890.0,21850.0,2822.0,5151.0,142929.0
2013,Abril,Zurquí,95962.0,16913.0,22298.0,3012.0,5611.0,143796.0
2013,Marzo,Zurquí,104209.0,16138.0,22174.0,3156.0,6758.0,152435.0
2013,Febrero,Zurquí,92969.0,15689.0,22282.0,2964.0,5799.0,139703.0
2013,Enero,Zurquí,94288.0,15088.0,20910.0,2451.0,6019.0,138756.0
2012,Diciembre,Zurquí,0.0,0.0,0.0,0.0,0.0,0.0
2012,Noviembre,Zurquí,0.0,0.0,0.0,0.0,0.0,0.0
2012,Octubre,Zurquí,692.0,169.0,190.0,8.0,17.0,1076.0
2012,Setiembre,Zurquí,99161.0,16267.0,20636.0,2770.0,5466.0,144300.0
2012,Agosto,Zurquí,100172.0,16844.0,22194.0,2746.0,6096.0,148052.0
2012,Julio,Zurquí,103728.0,16851.0,22369.0,2622.0,6769.0,152339.0
2012,Junio,Zurquí,89872.0,15603.0,20343.0,2488.0,5358.0,133664.0
2012,Mayo,Zurquí,96208.0,16768.0,22473.0,2579.0,5414.0,143442.0
2012,Abril,Zurquí,99812.0,14691.0,20436.0,2784.0,6429.0,144152.0
2012,Marzo,Zurquí,102467.0,17395.0,26218.0,2755.0,6713.0,155548.0
2012,Febrero,Zurquí,98673.0,16172.0,23194.0,2708.0,6307.0,147054.0
2012,Enero,Zurquí,103804.0,15582.0,21752.0,2686.0,7048.0,150872.0
2011,Diciembre,Zurquí,101480.0,15528.0,18969.0,2286.0,6936.0,145199.0
2011,Noviembre,Zurquí,88813.0,15549.0,19815.0,2318.0,5625.0,132120.0
2011,Octubre,Zurquí,95115.0,15531.0,19798.0,2391.0,5911.0,138746.0
2011,Setiembre,Zurquí,93908.0,15445.0,20911.0,2638.0,5312.0,138214.0
2011,Agosto,Zurquí,98332.0,15611.0,21910.0,2516.0,6114.0,144483.0
2011,Julio,Zurquí,102712.0,15599.0,21283.0,2568.0,7178.0,149340.0
2011,Junio,Zurquí,89883.0,16447.0,22051.0,2230.0,5675.0,136286.0
2011,Mayo,Zurquí,88521.0,16466.0,21717.0,2248.0,5318.0,134270.0
2011,Abril,Zurquí,102897.0,16462.0,21914.0,2600.0,6682.0,150555.0
2011,Marzo,Zurquí,94052.0,16972.0,23464.0,2297.0,6459.0,143244.0
2011,Febrero,Zurquí,91074.0,15033.0,19241.0,2251.0,6133.0,133732.0
2011,Enero,Zurquí,95372.0,15222.0,17655.0,2133.0,6810.0,137192.0
2010,Diciembre,Zurquí,92993.0,15655.0,18531.0,1919.0,6644.0,135742.0
2010,Noviembre,Zurquí,83985.0,16318.0,18929.0,1917.0,5587.0,126736.0
2010,Octubre,Zurquí,93970.0,16041.0,18357.0,2523.0,5674.0,136565.0
2010,Setiembre,Zurquí,87460.0,16007.0,18234.0,2227.0,5234.0,129162.0
2010,Agosto,Zurquí,93384.0,15784.0,19702.0,2287.0,6254.0,137411.0
2010,Julio,Zurquí,92934.0,15536.0,19963.0,2106.0,6569.0,137108.0
2010,Junio,Zurquí,74787.0,14179.0,19947.0,1689.0,4900.0,115502.0
2010,Mayo,Zurquí,56744.0,10885.0,15114.0,1492.0,3455.0,87690.0
2010,Abril,Zurquí,72663.0,12434.0,18222.0,1726.0,5109.0,110154.0
2010,Marzo,Zurquí,82493.0,15575.0,22964.0,1926.0,5725.0,128683.0
2010,Febrero,Zurquí,81727.0,14404.0,20446.0,1905.0,5661.0,124143.0
2010,Enero,Zurquí,96168.0,14490.0,19751.0,2225.0,6989.0,139623.0
2009,Diciembre,Zurquí,101730.0,15163.0,19200.0,2561.0,7161.0,145815.0
2009,Noviembre,Zurquí,88242.0,15132.0,19745.0,2427.0,6205.0,131751.0
2009,Octubre,Zurquí,97714.0,15847.0,20418.0,2827.0,6131.0,142937.0
2009,Setiembre,Zurquí,93424.0,15300.0,19234.0,2712.0,5470.0,136140.0
2009,Agosto,Zurquí,95454.0,15244.0,20033.0,2637.0,6331.0,139699.0
2009,Julio,Zurquí,99145.0,16481.0,20945.0,2304.0,7088.0,145963.0
2009,Junio,Zurquí,87568.0,15946.0,20394.0,2375.0,5469.0,131752.0
2009,Mayo,Zurquí,93965.0,16884.0,20134.0,2562.0,5818.0,139363.0
2009,Abril,Zurquí,94745.0,15250.0,22256.0,2685.0,6449.0,141385.0
2009,Marzo,Zurquí,91281.0,16706.0,23281.0,2403.0,6505.0,140176.0
2009,Febrero,Zurquí,79162.0,14226.0,20769.0,1905.0,5867.0,121929.0
2009,Enero,Zurquí,86714.0,14211.0,19059.0,2004.0,6442.0,128430.0
2008,Diciembre,Zurquí,83598.0,14006.0,18411.0,2095.0,6472.0,124582.0
2008,Noviembre,Zurquí,65520.0,12280.0,17452.0,1805.0,5324.0,102381.0
2008,Octubre,Zurquí,79551.0,14842.0,22536.0,2211.0,5726.0,124866.0
2008,Setiembre,Zurquí,80465.0,15213.0,21950.0,2347.0,5525.0,125500.0
2008,Agosto,Zurquí,81437.0,15268.0,22855.0,2442.0,6437.0,128439.0
2008,Julio,Zurquí,84171.0,15580.0,23957.0,2091.0,7368.0,133167.0
2008,Junio,Zurquí,73940.0,14603.0,22333.0,1846.0,5537.0,118259.0
2008,Mayo,Zurquí,83371.0,16317.0,24650.0,2024.0,5732.0,132094.0
2008,Abril,Zurquí,77674.0,15429.0,25266.0,1750.0,5877.0,125996.0
2008,Marzo,Zurquí,89481.0,14883.0,23844.0,2292.0,7221.0,137721.0
2008,Febrero,Zurquí,81992.0,15037.0,25920.0,1783.0,6620.0,131352.0
2008,Enero,Zurquí,78769.0,13876.0,22383.0,1665.0,6528.0,123221.0
2007,Diciembre,Zurquí,86635.0,14338.0,19727.0,1746.0,7002.0,129448.0
2007,Noviembre,Zurquí,70452.0,14784.0,23568.0,1422.0,5590.0,115816.0
2007,Octubre,Zurquí,79232.0,15811.0,23547.0,1638.0,6041.0,126269.0
2007,Setiembre,Zurquí,77161.0,14856.0,20839.0,1617.0,5696.0,120169.0
2007,Agosto,Zurquí,80216.0,15097.0,22750.0,1534.0,6321.0,125918.0
2007,Julio,Zurquí,83351.0,14609.0,21698.0,1421.0,6979.0,128058.0
2007,Junio,Zurquí,76926.0,14997.0,23121.0,1464.0,5674.0,122182.0
2007,Mayo,Zurquí,75066.0,15134.0,22826.0,1290.0,5358.0,119674.0
2007,Abril,Zurquí,78568.0,13359.0,21831.0,1464.0,6314.0,121536.0
2007,Marzo,Zurquí,82337.0,15750.0,26250.0,1432.0,6547.0,132316.0
2007,Febrero,Zurquí,74825.0,13660.0,22308.0,1389.0,6034.0,118216.0
2007,Enero,Zurquí,79156.0,14218.0,21285.0,1170.0,6518.0,122347.0
2006,Diciembre,Zurquí,81430.0,13993.0,18414.0,1269.0,6682.0,121788.0
2006,Noviembre,Zurquí,72340.0,14220.0,20902.0,1233.0,5682.0,114377.0
2006,Octubre,Zurquí,70063.0,13010.0,18274.0,1296.0,5398.0,108041.0
2006,Setiembre,Zurquí,69029.0,12913.0,18429.0,1188.0,4842.0,106401.0
2006,Agosto,Zurquí,73334.0,13801.0,20437.0,1198.0,5797.0,114567.0
2006,Julio,Zurquí,76272.0,13436.0,19548.0,998.0,6387.0,116641.0
2006,Junio,Zurquí,67458.0,13498.0,20263.0,860.0,5105.0,107184.0
2006,Mayo,Zurquí,74429.0,14847.0,21297.0,913.0,5200.0,116686.0
2006,Abril,Zurquí,78874.0,13136.0,19534.0,968.0,6371.0,118883.0
2006,Marzo,Zurquí,74496.0,13824.0,24041.0,935.0,6223.0,119519.0
2006,Febrero,Zurquí,64637.0,11697.0,19462.0,758.0,5232.0,101786.0
2006,Enero,Zurquí,74936.0,12854.0,19006.0,856.0,6327.0,113979.0
2005,Diciembre,Zurquí,78653.0,13073.0,17081.0,984.0,6376.0,116167.0
2005,Noviembre,Zurquí,65188.0,12933.0,17861.0,720.0,5593.0,102295.0
2005,Octubre,Zurquí,70660.0,13468.0,18435.0,815.0,5539.0,108917.0
2005,Setiembre,Zurquí,70141.0,13061.0,17484.0,893.0,4966.0,106545.0
2005,Agosto,Zurquí,72675.0,13327.0,18666.0,889.0,5743.0,111300.0
2005,Julio,Zurquí,78112.0,13368.0,18836.0,834.0,6459.0,117609.0
2005,Junio,Zurquí,63401.0,12719.0,18745.0,761.0,4871.0,100497.0
2005,Mayo,Zurquí,71104.0,13162.0,19397.0,783.0,5086.0,109532.0
2005,Abril,Zurquí,70017.0,13117.0,21110.0,794.0,5223.0,110261.0
2005,Marzo,Zurquí,77767.0,13053.0,21332.0,882.0,6156.0,119190.0
2005,Febrero,Zurquí,64289.0,11826.0,20051.0,643.0,5129.0,101938.0
2005,Enero,Zurquí,54800.0,9948.0,15922.0,512.0,4756.0,85938.0
2004,Diciembre,Zurquí,71408.0,12201.0,15562.0,673.0,5905.0,105749.0
2004,Noviembre,Zurquí,58607.0,11398.0,16557.0,583.0,4657.0,91802.0
2004,Octubre,Zurquí,76053.0,13323.0,18216.0,888.0,5585.0,114065.0
2004,Setiembre,Zurquí,74701.0,13202.0,18666.0,878.0,4913.0,112360.0
2004,Agosto,Zurquí,70862.0,11841.0,17352.0,703.0,5330.0,106088.0
2004,Julio,Zurquí,78201.0,12946.0,19336.0,705.0,6270.0,117458.0
2004,Junio,Zurquí,67008.0,12735.0,19589.0,562.0,4694.0,104588.0
2004,Mayo,Zurquí,61805.0,12218.0,19839.0,514.0,4533.0,98909.0
2004,Abril,Zurquí,77073.0,12513.0,20872.0,783.0,5587.0,116828.0
2004,Marzo,Zurquí,73976.0,13548.0,24042.0,665.0,5650.0,117881.0
2004,Febrero,Zurquí,75802.0,11797.0,17858.0,1847.0,4839.0,112143.0
2004,Enero,Zurquí,96950.0,9587.0,14708.0,594.0,6397.0,128236.0
2003,Diciembre,Zurquí,118172.0,7400.0,8547.0,466.0,4348.0,138933.0
2003,Noviembre,Zurquí,67107.0,13493.0,17142.0,447.0,3064.0,101253.0
2003,Octubre,Zurquí,67813.0,13898.0,19034.0,716.0,3550.0,105011.0
2003,Setiembre,Zurquí,56152.0,13772.0,18186.0,4020.0,738.0,92868.0
2003,Agosto,Zurquí,70697.0,10556.0,14928.0,4469.0,683.0,101333.0
2003,Julio,Zurquí,73994.0,13027.0,17172.0,5278.0,780.0,110251.0
2003,Junio,Zurquí,63819.0,11730.0,15456.0,4520.0,671.0,96196.0
2003,Mayo,Zurquí,67702.0,12561.0,18172.0,4588.0,861.0,103884.0
2003,Abril,Zurquí,68116.0,10645.0,17536.0,4848.0,861.0,102006.0
2003,Marzo,Zurquí,74482.0,12361.0,20673.0,5358.0,820.0,113694.0
2003,Febrero,Zurquí,64072.0,11107.0,19609.0,4626.0,721.0,100135.0
2003,Enero,Zurquí,75819.0,12122.0,19440.0,5467.0,694.0,113542.0
2024,Junio,Tres Ríos,650497.0,46105.0,19526.0,90399.0,30567.0,837094.0
2024,Mayo,Tres Ríos,601404.0,44684.0,20771.0,81802.0,30341.0,779002.0
2024,Abril,Tres Ríos,572900.0,41075.0,19391.0,76064.0,29514.0,738944.0
2024,Marzo,Tres Ríos,574628.0,40095.0,18423.0,73045.0,28558.0,734749.0
2024,Febrero,Tres Ríos,604977.0,44543.0,19521.0,88863.0,30273.0,788177.0
2024,Enero,Tres Ríos,641300.0,46748.0,19525.0,92221.0,32896.0,832690.0
2023,Noviembre,Tres Ríos,641100.0,48429.0,19053.0,91917.0,33318.0,833817.0
2023,Octubre,Tres Ríos,664671.0,47847.0,18698.0,91443.0,33243.0,855902.0
2023,Agosto,Tres Ríos,642793.0,45552.0,19421.0,88793.0,27420.0,823979.0
2023,Julio,Tres Ríos,637378.0,44213.0,19625.0,86846.0,28397.0,816459.0
2023,Junio,Tres Ríos,600926.0,44687.0,18928.0,86284.0,29932.0,780757.0
2023,Mayo,Tres Ríos,640323.0,45543.0,21194.0,92088.0,26604.0,825752.0
2023,Abril,Tres Ríos,585606.0,37231.0,19279.0,76285.0,19937.0,738338.0
2023,Marzo,Tres Ríos,650983.0,45313.0,23646.0,93864.0,24216.0,838022.0
2023,Febrero,Tres Ríos,586703.0,39493.0,19970.0,83184.0,27761.0,757111.0
2023,Enero,Tres Ríos,606056.0,41203.0,20508.0,82725.0,45413.0,795905.0
2022,Noviembre,Tres Ríos,575289.0,41329.0,20549.0,79766.0,22394.0,739327.0
2022,Octubre,Tres Ríos,604445.0,41212.0,20313.0,84088.0,22507.0,772565.0
2022,Agosto,Tres Ríos,610950.0,44623.0,18799.0,77462.0,22014.0,773848.0
2022,Julio,Tres Ríos,628416.0,45230.0,20995.0,75552.0,23761.0,793954.0
2022,Junio,Tres Ríos,586221.0,44932.0,20094.0,74700.0,21778.0,747725.0
2022,Mayo,Tres Ríos,643460.0,45688.0,19281.0,76474.0,22213.0,807116.0
2022,Abril,Tres Ríos,559943.0,39351.0,17144.0,66457.0,18952.0,701847.0
2022,Marzo,Tres Ríos,652297.0,47486.0,21006.0,84127.0,22556.0,827472.0
2022,Febrero,Tres Ríos,563374.0,38601.0,15543.0,69661.0,19009.0,706188.0
2022,Enero,Tres Ríos,606303.0,38926.0,14965.0,72373.0,20110.0,752677.0
2021,Noviembre,Tres Ríos,612181.0,41448.0,16039.0,74265.0,21099.0,765032.0
2021,Octubre,Tres Ríos,577000.0,39139.0,14483.0,68139.0,19062.0,717823.0
2021,Agosto,Tres Ríos,577008.0,39554.0,14780.0,66630.0,19015.0,716987.0
2021,Julio,Tres Ríos,546826.0,37011.0,14132.0,63034.0,17180.0,678183.0
2021,Junio,Tres Ríos,520704.0,36895.0,13344.0,63064.0,15907.0,649914.0
2021,Mayo,Tres Ríos,500497.0,36965.0,13296.0,60363.0,15595.0,626716.0
2021,Abril,Tres Ríos,549501.0,36968.0,15208.0,64662.0,18513.0,684852.0
2021,Marzo,Tres Ríos,644095.0,42790.0,16943.0,76699.0,20576.0,801103.0
2021,Febrero,Tres Ríos,513835.0,34498.0,13420.0,60708.0,15912.0,638373.0
2021,Enero,Tres Ríos,537867.0,34969.0,12638.0,59297.0,16232.0,661003.0
2020,Diciembre,Tres Ríos,553519.0,36011.0,12484.0,60615.0,15585.0,678214.0
2020,Noviembre,Tres Ríos,541426.0,35552.0,11741.0,59673.0,14802.0,663194.0
2020,Octubre,Tres Ríos,509787.0,36171.0,12488.0,62465.0,14441.0,635352.0
2020,Setiembre,Tres Ríos,484420.0,35951.0,12263.0,58130.0,14027.0,604791.0
2020,Agosto,Tres Ríos,438618.0,36291.0,12164.0,55700.0,13820.0,556593.0
2020,Julio,Tres Ríos,369575.0,34354.0,11341.0,49260.0,12039.0,476569.0
2020,Junio,Tres Ríos,454736.0,36715.0,11995.0,55772.0,13695.0,572913.0
2020,Mayo,Tres Ríos,422827.0,34216.0,11042.0,52204.0,12626.0,532915.0
2020,Abril,Tres Ríos,278998.0,28474.0,11319.0,41638.0,9473.0,369902.0
2020,Marzo,Tres Ríos,546960.0,43030.0,17616.0,77715.0,25444.0,710765.0
2020,Febrero,Tres Ríos,664883.0,42135.0,16881.0,83108.0,30620.0,837627.0
2020,Enero,Tres Ríos,684628.0,43674.0,17967.0,81054.0,32338.0,859661.0
2019,Diciembre,Tres Ríos,692497.0,42957.0,15495.0,76882.0,31136.0,858967.0
2019,Noviembre,Tres Ríos,695484.0,44841.0,17153.0,84669.0,33284.0,875431.0
2019,Octubre,Tres Ríos,700874.0,45530.0,17784.0,85491.0,33974.0,883653.0
2019,Setiembre,Tres Ríos,664305.0,41158.0,16042.0,80030.0,31772.0,833307.0
2019,Agosto,Tres Ríos,683971.0,42804.0,17150.0,81612.0,33110.0,858647.0
2019,Julio,Tres Ríos,707160.0,44896.0,17310.0,84874.0,35205.0,889445.0
2019,Junio,Tres Ríos,679970.0,42501.0,16970.0,80690.0,32217.0,852348.0
2019,Mayo,Tres Ríos,685118.0,45394.0,18570.0,80454.0,34071.0,863607.0
2019,Abril,Tres Ríos,625499.0,41825.0,16777.0,74324.0,30646.0,789071.0
2019,Marzo,Tres Ríos,699222.0,44835.0,18636.0,86080.0,34642.0,883415.0
2019,Febrero,Tres Ríos,644864.0,41699.0,17176.0,78512.0,32466.0,814717.0
2019,Enero,Tres Ríos,667373.0,43232.0,17826.0,78114.0,34382.0,840927.0
2018,Diciembre,Tres Ríos,685313.0,42353.0,15975.0,76173.0,32385.0,852199.0
2018,Noviembre,Tres Ríos,679529.0,44924.0,17528.0,85154.0,35182.0,862317.0
2018,Octubre,Tres Ríos,684988.0,44600.0,16882.0,83244.0,35031.0,864745.0
